City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
241,Solnechnyy,RU,2021-09-09 04:31:53,50.7214,136.6319,67.86,70,46,1.72
242,Ribeira Brava,PT,2021-09-09 04:31:53,32.65,-17.0667,74.03,81,5,1.57
243,Tooele,US,2021-09-09 04:31:53,40.5308,-112.2983,74.28,34,1,5.75
244,Potam,MX,2021-09-09 04:31:53,27.6,-110.3833,82.92,68,71,3.91
245,Mackay,AU,2021-09-09 04:30:13,-21.15,149.2,76.05,64,75,16.11
246,Lujan,AR,2021-09-09 04:31:54,-34.5703,-59.105,56.95,98,100,4.0
247,Gonen,TR,2021-09-09 04:31:54,40.1049,27.654,64.36,82,69,6.69
248,Vila Velha,BR,2021-09-09 04:31:55,-20.3297,-40.2925,71.55,83,75,12.66
249,San Jeronimo,PE,2021-09-09 04:31:55,-11.9472,-75.2829,51.17,75,100,3.78
250,Namtsy,RU,2021-09-09 04:31:55,62.7161,129.6658,59.11,26,34,4.09
251,Zaysan,KZ,2021-09-09 04:31:55,47.4667,84.8667,69.84,41,55,17.25
252,Helong,CN,2021-09-09 04:31:56,42.5397,128.9972,80.98,32,58,3.18
253,Colac,AU,2021-09-09 04:31:56,-38.3333,143.5833,74.16,51,100,16.31
254,Saint-Augustin,CA,2021-09-09 04:27:58,51.226,-58.6502,55.17,92,78,3.89
255,Tasiilaq,GL,2021-09-09 04:31:57,65.6145,-37.6368,44.76,52,88,7.58
256,Grand Gaube,MU,2021-09-09 04:31:57,-20.0064,57.6608,71.38,74,6,10.0
257,Namatanai,PG,2021-09-09 04:31:57,-3.6667,152.4333,83.48,70,72,11.54
258,Road Town,VG,2021-09-09 04:31:57,18.4167,-64.6167,82.2,73,37,8.84
259,High Level,CA,2021-09-09 04:31:58,58.5169,-117.136,51.91,93,75,0.0
260,Skibbereen,IE,2021-09-09 04:31:58,51.55,-9.2667,62.4,98,100,1.25
261,Garissa,KE,2021-09-09 04:31:58,-0.4536,39.6401,76.6,72,90,16.73
262,Duldurga,RU,2021-09-09 04:31:59,50.6761,113.5931,47.88,67,96,10.27
263,El Reno,US,2021-09-09 04:31:59,35.5323,-97.955,74.95,48,1,3.44
264,Kysyl-Syr,RU,2021-09-09 04:31:59,63.8986,122.7617,65.43,53,18,4.94
265,Awjilah,LY,2021-09-09 04:31:59,29.1081,21.2869,72.81,65,0,6.85
266,Ozark,US,2021-09-09 04:32:00,37.0209,-93.206,64.81,81,10,3.71
267,Kaitangata,NZ,2021-09-09 04:32:00,-46.2817,169.8464,56.32,52,99,23.69
268,Kajaani,FI,2021-09-09 04:32:00,64.2273,27.7285,39.25,93,0,1.14
269,Bengkulu,ID,2021-09-09 04:32:01,-3.8004,102.2655,82.45,72,42,10.04
270,Urucara,BR,2021-09-09 04:32:01,-2.5364,-57.76,74.43,85,74,2.93
271,Puerto Baquerizo Moreno,EC,2021-09-09 04:32:02,-0.9,-89.6,69.62,85,97,13.85
272,Valleyview,CA,2021-09-09 04:32:02,55.0667,-117.2859,53.64,94,99,5.75
273,Inuvik,CA,2021-09-09 04:32:02,68.3499,-133.7218,58.06,52,75,5.75
274,Gizo,SB,2021-09-09 04:32:03,-8.103,156.8419,82.94,74,41,10.67
275,Ixtapa,MX,2021-09-09 04:32:03,20.7,-105.2,74.23,97,100,1.01
276,San Javier,ES,2021-09-09 04:32:03,37.8063,-0.8374,78.89,43,45,1.01
277,Sur,OM,2021-09-09 04:32:03,22.5667,59.5289,93.04,47,98,5.82
278,Ahipara,NZ,2021-09-09 04:32:04,-35.1667,173.1667,56.32,81,37,12.86
279,Corinto,GR,2021-09-09 04:32:04,37.9407,22.9573,69.42,69,100,4.12
280,San Antonio,US,2021-09-09 04:32:01,29.4241,-98.4936,84.31,44,1,5.75
281,Itanhaem,BR,2021-09-09 04:32:04,-24.1831,-46.7889,75.36,96,77,7.52
282,Glebychevo,RU,2021-09-09 04:32:05,60.4387,28.7183,56.52,89,57,11.18
283,Nanga Eboko,CM,2021-09-09 04:32:05,4.6833,12.3667,67.32,98,99,0.78
284,Aklavik,CA,2021-09-09 04:32:05,68.2191,-135.0107,58.03,68,96,8.19
285,Baglung,NP,2021-09-09 04:32:06,28.2719,83.5898,76.93,85,67,4.54
286,Manzhouli,CN,2021-09-09 04:32:06,49.6,117.4333,48.92,64,100,10.63
287,Shimoda,JP,2021-09-09 04:32:06,34.6667,138.95,71.96,95,100,6.15
288,San Patricio,US,2021-09-09 04:32:07,28.017,-97.5169,84.04,59,88,5.44
289,Paracatu,BR,2021-09-09 04:32:07,-17.2222,-46.8747,73.4,40,8,3.33
290,Malanje,AO,2021-09-09 04:32:07,-9.5402,16.341,66.72,89,17,3.36
291,Jalor,IN,2021-09-09 04:32:07,25.35,72.6167,91.4,55,60,1.77
292,Saint-Raymond,CA,2021-09-09 04:32:08,45.467,-73.6095,64.26,92,20,3.44
293,Rozhdestveno,RU,2021-09-09 04:32:08,53.2375,50.0597,52.79,50,100,11.83
294,Oriximina,BR,2021-09-09 04:32:08,-1.7656,-55.8661,75.87,78,68,2.19
